Name,Description,Image URL
Honey Boat Organic,"Honey Boat Organic delicata squash have longish, nearly cylindrical fruits with green bands over copper/tan skins. The flesh is deep, rich orange and very sweet. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ741_Honey-boat-Delicata-30240743_515x640_crop_center.jpg?v=1610581909
Halona,"The fruits are deeply ribbed, finely netted, and globe shaped. Halona cantaloupe seeds produce cantaloupes that have exceptionally good disease resistance, including resistance to powdery mildew and fusariam wilt. Read More",//www.westcoastseeds.com/cdn/shop/products/ML500-Halona-0X7A4349_515x640_crop_center.jpg?v=1610656740
Cloud Grass,"Cloud Grass seeds can be direct sown in early spring, any time after the last frost date. In mid-summer, flower spikes emerge to a height of 50cm (20""), with panicles of tiny, cream coloured flowers. The look is diaphanous and airy, and each plant fills in a large volume of garden space. Read More",//www.westcoastseeds.com/cdn/shop/products/GR100-Cloud-Grass-Seeds_515x640_crop_center.jpg?v=1610657023
Vates Blue Curled Scotch,"Sow slow-bolting Vates Blue Curled Scotch kale seeds in early spring for summer harvests, or July for fall and winter harvests. Vates is a low-growing dwarf type with finely curled blue-green leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/KL429-1_515x640_crop_center.jpg?v=1610583461
Oregon Giant,"Oregon Giant snow pea seeds produce plants with unusually large, broad 13cm (5"") long pods are thick and very sweet. They are most tender when peas begin to form but remain so up to the very largest sizes. Read More",//www.westcoastseeds.com/cdn/shop/products/PE608-1_515x640_crop_center.jpg?v=1610583019
Royal Chantenay,"Expect good flavour and an ideal shape for juicing. Also good for freezing and canning. These big, dark orange carrots are 12-15cm (5-6"") long, amazingly sweet. Read More",//www.westcoastseeds.com/cdn/shop/products/CR286-1_515x640_crop_center.jpg?v=1610657119
Mammoth Melting Sugar,"Among the largest available snow peas, these 10-13 cm (4-5"") long pods are produced on 1.2m (4') tall plants that require a trellis. The large white flowers of this heirloom variety are pretty enough to use as cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/PE623-1_515x640_crop_center.jpg?v=1610587171
Mung Beans Organic,"Certified Organic! Mung Beans organic sprouting seeds are tiny warehouses of nutrition and are high in Vitamins A, B, C and E, Calcium, Iron, Magnesium, Potassium, and amino acids. Not only are mung bean sprouts high in protein, vitamin C, and Folacin, they are low in salicylate. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS705_Sprouting_Mung_Bean_Seeds_1_515x640_crop_center.jpg?v=1610656576
Renegade Coated Organic,"Renegade spinach is a bolt resistant hybrid with smooth, oval, dark green leaves on short stems. It has the same fine taste as Corvair, but grows slower, making it a good all-season option. Read More",//www.westcoastseeds.com/cdn/shop/products/Renegade-Organic-Spinach-Seeds-SP714-11_515x640_crop_center.jpg?v=1610656640
Canary Yellow,The vibrant oranges and yellows of Canary Yellow Swiss chard seeds bring cheerful colour to spring and winter gardens. Read More,//www.westcoastseeds.com/cdn/shop/products/SW755-1_515x640_crop_center.jpg?v=1610656241
Ishtar,"Ishtar can be field grown, but it performs best in a greenhouse from spring to autumn. It was very productive for us in raised beds. Ishtar is a smooth-skinned, parthenocarpic, Beit Alpha type, so it does not require pollination to produce its seedless fruits. Read More",//www.westcoastseeds.com/cdn/shop/products/CU416_Ishtar-Organic-Cucumber-Seeds-0X7A1546_515x640_crop_center.jpg?v=1610578589
Boro Coated Organic,Boro is probably the sweetest beet variety we have encountered. The medium red roots have smooth skins and can be harvested any stage between 8-15cm (3-6”) in diameter. Read More,//www.westcoastseeds.com/cdn/shop/products/BT180_Boro_beets_1_515x640_crop_center.jpg?v=1610580437
Brown Mustard Organic,"Brown mustard organic sprouting seeds are some of the easiest and fastest Brassicas available. In just days, you can have fresh, crunchy, zesty sprouts that contain the vitamins A, B, C, E, and K, and the minerals calcium, magnesium, phosphorus, iron, and zinc. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS425_Sprouting_Mustard_Seeds_11_515x640_crop_center.jpg?v=1610581757
Lemon Queen Organic,"Lemon Queen is a wonderful, medium tall sunflower with brilliant light lemon yellow flowers that are typically 10-13cm (5-6"") wide. with chocolate brown centers. This sunflower develops numerous branches, and each bears multiple flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3255-1_515x640_crop_center.jpg?v=1610584107
Cascadia,"Cascadia snap pea seeds produce vines that do not need a trellis but tumble about (try putting some twigs in to support them), growing to approximately 60cm (24"") overall. The dark green pods are a nice 9cm (3.5"") long and are crunchy, juicy, and sweet. Read More",//www.westcoastseeds.com/cdn/shop/products/PE619-1_515x640_crop_center.jpg?v=1610585813
Troika Cream,"The unique colouration of this semi-trailing nasturtium is sure to charm. The cream petals feature small maroon markings and the large, showy... Read More",//www.westcoastseeds.com/cdn/shop/files/thumbnail_1_515x640_crop_center.jpg?v=1709592251
Sweet Bliss Alyssum Blend,"Sweet Bliss is a blend of white, pink and purple alyssum flowers, and will spread into a charming multi-hued carpet of tiny,... Read More",//www.westcoastseeds.com/cdn/shop/files/FL3854MP_Alyssumeasterbonnetmix35268_515x640_crop_center.jpg?v=1698873149
Sugar Lace II,"Sweet, stringless pods are borne on 80cm (30"") semi-leafless vines that do not require support. The pods are about 9cm (3 1/2"") long and average 2 pods per node. Read More",//www.westcoastseeds.com/cdn/shop/products/PE621-1_515x640_crop_center.jpg?v=1610589063
Matucana,"These most unusual Italian heirloom sweet peas are bi-coloured violet and deep maroon. Matucana sweet pea seeds are thought to be one of the first sweet peas to be introduced to Britain in 1700 by a Sicilian Monk, Franciscus Cupani. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3304-1_515x640_crop_center.jpg?v=1610589816
Avalanche,"A great substitute for Mammoth Melting peas, Avalanche snow pea seeds grow into 15cm (6"") pods that are sweet and tender. Plants are ""semi-leafless"" so they put more energy into producing pods, making for higher yields of snow peas. Read More",//www.westcoastseeds.com/cdn/shop/products/PE624-1_515x640_crop_center.jpg?v=1610588201
Hyacinth Carnegie 4/pk,The ancestral Hyacinth was native to the region from the south of Turkey into northern Israel. They are members of the asparagus... Read More,//www.westcoastseeds.com/cdn/shop/files/BU318Carnegia_515x640_crop_center.jpg?v=1721758608
Late Spencer Blend,The Spencers bloom when the heat of mid-summer arrives after a cool spring. The plants produced by Late Spencer Blend sweet pea seeds have strong stems and outstanding fragrance. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3285-2_515x640_crop_center.jpg?v=1610577978
Garden Huckleberry,"Transplant out in mid-May to June, with your tomato seedlings. The small, 1cm (1/2"") fruits begin to set early, turning from bright green to jet black. These hold on the plant, even if they appear early in the season. Read More",//www.westcoastseeds.com/cdn/shop/products/garden-huckleberry_515x640_crop_center.jpg?v=1610578235
Lennox Coated Organic,"Lennox organic cabbage seeds are an industry standard for winter cabbage that can be harvested at compact size or as full sized heads. These are tightly packed, flattened and round or oblate. Read More",//www.westcoastseeds.com/cdn/shop/products/CB244_Lennox_cabbage_2_515x640_crop_center.jpg?v=1610579881
Cosmic Purple,"A stunning, specialty carrot with a smooth, magenta purple skin and a yellow-orange interior. This 18cm (7"") long Danvers type is sweet... Read More",//www.westcoastseeds.com/cdn/shop/products/CR321_CosmicPurple_Sep2022_CR288CosmicPurple0X7A9448_515x640_crop_center.png?v=1668120503
Black Spanish Round,"This winter-hardy heirloom is a distinctive black colour on the outside with a milky white and tender interior that packs a bit of bite. Large turnip-shaped 8-10cm (3-4"") diameter globes with deep black skins over solid, crisp, pungent, pure-white flesh. Read More",//www.westcoastseeds.com/cdn/shop/products/RD683-1_515x640_crop_center.jpg?v=1610655157
Peppermint Stick,"Peppermint Stick Zinnia seeds produce big, double, dahlia-like flowers. Super colourful pompons in pink, cream, white, and gold. Each flower is uniquely striped and flecked with darker colours, so no two are exactly the same. Read More",//www.westcoastseeds.com/cdn/shop/files/FL3504PeppermintStickzinnia_NB3_2002b3b7-8e2d-4296-bf2b-848e8599cb39_515x640_crop_center.jpg?v=1726240774
Tasty Green,"Tasty Green cucumber seeds produce vigorous vines bearing long English cucumber fruits up to 30cm (12"") in length. Allow the sweet tasting, burpless fruits to hang as they grow by providing a strong trellis for each plant. Read More",//www.westcoastseeds.com/cdn/shop/products/CU392-1_515x640_crop_center.jpg?v=1610653923
Big Blue,"This impressive Salvia was a show stopper in our field trials, with tall spikes of true blue flowers that attracted bumble bees and other bees from mid-summer to the first frost. It bloomed right into late October in our trials. Read More",//www.westcoastseeds.com/cdn/shop/products/FL_Salvia-Big-Blue-0X7A3879_515x640_crop_center.jpg?v=1610652184
Pacific Northwest Sprinkle Bag,"Pacific Northwest Wildflowers add interest, colour, and texture to the garden from early spring to the end of summer. Requiring little or no care once established, this dynamic mix of self-sowing annual and perennial wildflowers bloom over a long period, changing their colours and patterns as each species matures. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3446-Pacific-Northwest-Wildflower-Seeds_515x640_crop_center.jpg?v=1610656413
Microgreen Beet Seeds,"Microgreen beet seeds have a mild, spinach-like flavour. Intensely purple stems and bright green leaves that are even more nutrient-dense than mature beets! Try them as a replacement for baby spinach in salads, or simply as an eye-catching garnish. Read More",//www.westcoastseeds.com/cdn/shop/products/BT174_Bulls-Blood-Microgreens_IMG_3435_515x640_crop_center.jpg?v=1610656399
Enchanted,"The plump, juicy kernels of this sh2 hybrid stay sweeter for longer after the harvest. The 20cm (8”) long cobs bear 18-20 rows of bicolour kernels that are bursting with flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CN383-Enchanted-2_515x640_crop_center.jpg?v=1610654248
Grand Rapids TBR Seed Tape (2.5m) - 2/pk,"A seed tape version of this flavourful tipburn resistant (TBR) variety. Grand Rapids TBR Looseleaf lettuce seeds produce a large, upright rosette... Read More",//www.westcoastseeds.com/cdn/shop/files/LT456-1_a8abb4a2-b824-473b-9de6-c51911e09179_515x640_crop_center.jpg?v=1697649155
Narcissus Chromacolor 5/pk,"Narcissus Chromacolor is one of the large-cupped daffodils, with nearly white petals surrounding a pronounced, highly contrasted, salmon-coloured corona. Read More",//www.westcoastseeds.com/cdn/shop/files/BU61142261NarcissusChromacolor_515x640_crop_center.jpg?v=1721759333
Two Week Microgreen Seeds,"Plant this crunchy, highly flavourful blend and enjoy a harvest window of several days - just two weeks after planting. Our Two Week Microgreen seeds are ideal for use with the Growlight Garden, or even on a bright windowsill. Read More",//www.westcoastseeds.com/cdn/shop/products/Two-Week-Blend-Microgreen-Seeds-MG106-1_515x640_crop_center.jpg?v=1610585609
Royal Family Blend,"Royal Family Blend sweet pea seeds produce tall vines that bloom after Mammoth and before Late Spencer, so they can be sown with these other varieties for a whole summer of cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3281-1_515x640_crop_center.jpg?v=1610657003
Red Sun F1,"This uniform, nantes type is blood orange right to the core--the red hue means it is rich in the natural antioxidant lycopene.... Read More",//www.westcoastseeds.com/cdn/shop/files/CR285RedSun_Apr2023_V_Bejo_2_515x640_crop_center.jpg?v=1698941931
Hyacinth Rembrandt 4/pk,"Hyacinths bloom early to mid-spring, and seem to always be in bloom at Easter. Hyacinth Rembrandt is a fragrant, deer-resistant bloomer... Read More",//www.westcoastseeds.com/cdn/shop/files/BU024Rembrandt_515x640_crop_center.jpg?v=1721758300
Green Peas Organic,"CERTIFIED ORGANIC! Green peas organic sprouting seeds are our most popular sprouting seed, and produce large, mild sprouts. Some growers like to enjoy pea sprouts just after germination, when they are still crunchy and sweet like freshly picked garden peas. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS505_green_peas_organic_sprouting_seeds_1_515x640_crop_center.jpg?v=1610582587
